#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  25500      9.46e+00    4.82e+00      8.22e-02    2.84e-01      3.03e-01    1.53e-01    4.9e-04
  25600      4.29e+00    6.84e+00      6.85e-01    3.56e-01      1.35e-01    2.18e-01    4.9e-04
  25700      7.13e+00    5.49e+00      9.01e-02    1.73e-01      2.28e-01    1.75e-01    4.9e-04
  25800      2.14e+00    3.72e+00      1.02e-02    1.27e-01      6.86e-02    1.19e-01    4.9e-04
  25900      9.28e+00    4.84e+00      5.59e-01    2.82e-01      2.94e-01    1.54e-01    4.9e-04
  26000      3.74e+00    2.63e+00      9.89e-03    1.66e-01      1.20e-01    8.31e-02    4.9e-04
  26100      3.88e+00    4.26e+00      5.05e-01    1.58e-01      1.22e-01    1.36e-01    4.9e-04
  26200      5.04e+00    6.83e+00      1.76e-01    3.84e-02      1.61e-01    2.19e-01    4.9e-04
  26300      3.49e+00    6.83e+00      1.67e-01    9.75e-01      1.11e-01    2.17e-01    4.9e-04
  26400      6.44e+00    8.74e+00      9.30e-02    1.09e-01      2.06e-01    2.80e-01    4.9e-04
  26500      1.05e+01    4.69e+00      5.72e-01    4.85e-01      3.34e-01    1.49e-01    4.9e-04
  26600      6.80e+00    5.15e+00      4.95e-02    2.52e-01      2.18e-01    1.63e-01    4.9e-04
  26700      5.50e+00    1.02e+01      4.32e-01    5.30e-01      1.76e-01    3.25e-01    4.9e-04
  26800      3.99e+00    5.78e+00      1.67e-01    1.32e-01      1.27e-01    1.85e-01    4.9e-04
  26900      7.67e+00    2.30e+00      2.09e-01    2.99e-01      2.45e-01    7.06e-02    4.9e-04
  27000      3.57e+00    7.00e+00      1.23e-01    4.92e-01      1.14e-01    2.23e-01    4.9e-04
  27100      5.71e+00    4.69e+00      6.70e-02    9.36e-02      1.83e-01    1.50e-01    4.9e-04
  27200      5.51e+00    5.75e+00      3.50e-01    8.48e-02      1.75e-01    1.84e-01    4.9e-04
  27300      2.51e+00    5.44e+00      2.58e-01    2.08e-01      7.67e-02    1.74e-01    4.9e-04
  27400      6.06e+00    7.27e+00      5.92e-02    5.43e-01      1.94e-01    2.31e-01    4.9e-04
  27500      6.56e+00    9.21e+00      2.18e-01    3.96e-01      2.09e-01    2.94e-01    4.9e-04
  27600      5.55e+00    3.58e+00      3.80e-01    1.36e-01      1.77e-01    1.14e-01    4.9e-04
  27700      6.58e+00    1.00e+01      8.36e-03    1.46e-01      2.10e-01    3.20e-01    4.9e-04
  27800      4.60e+00    4.94e+00      8.10e-02    6.73e-02      1.47e-01    1.58e-01    4.9e-04
  27900      6.24e+00    6.92e+00      8.26e-02    2.82e-01      2.00e-01    2.21e-01    4.9e-04
  28000      6.20e+00    6.18e+00      3.18e-02    1.57e-01      1.98e-01    1.97e-01    4.9e-04
  28100      3.53e+00    4.40e+00      1.79e-01    1.61e-01      1.12e-01    1.41e-01    4.9e-04
  28200      2.63e+00    5.13e+00      3.18e-01    1.17e-01      8.24e-02    1.64e-01    4.9e-04
  28300      5.25e+00    8.41e+00      3.39e-01    4.27e-01      1.67e-01    2.68e-01    4.9e-04
  28400      4.51e+00    7.76e+00      5.85e-02    2.18e-01      1.44e-01    2.48e-01    4.9e-04
  28500      4.68e+00    6.76e+00      8.61e-02    1.28e-01      1.50e-01    2.16e-01    4.9e-04
  28600      4.39e+00    8.39e+00      1.98e-01    4.65e-02      1.39e-01    2.68e-01    4.9e-04
  28700      5.74e+00    5.91e+00      1.52e-02    1.65e-01      1.84e-01    1.89e-01    4.9e-04
  28800      3.10e+00    3.57e+00      1.93e-01    1.33e-01      9.88e-02    1.14e-01    4.9e-04
  28900      4.40e+00    4.82e+00      8.34e-02    5.67e-02      1.41e-01    1.54e-01    4.9e-04
  29000      2.25e+00    1.23e+01      7.19e-02    3.43e-01      7.19e-02    3.92e-01    4.9e-04
  29100      8.61e+00    9.52e+00      3.27e-01    2.52e-01      2.75e-01    3.05e-01    4.9e-04
  29200      8.71e+00    2.68e+00      2.48e-01    2.61e-01      2.79e-01    8.53e-02    4.9e-04
  29300      1.04e+01    3.72e+00      8.07e-04    6.36e-02      3.33e-01    1.19e-01    4.9e-04
  29400      9.77e+00    5.37e+00      1.66e-01    8.09e-02      3.13e-01    1.72e-01    4.9e-04
  29500      5.77e+00    4.43e+00      8.75e-01    1.73e-01      1.80e-01    1.41e-01    4.9e-04
  29600      5.71e+00    6.72e+00      2.74e-02    4.65e-01      1.83e-01    2.14e-01    4.9e-04
  29700      4.49e+00    4.40e+00      6.46e-01    7.63e-02      1.41e-01    1.41e-01    4.9e-04
  29800      5.02e+00    4.61e+00      2.42e-02    1.96e-01      1.61e-01    1.47e-01    4.9e-04
  29900      5.34e+00    6.92e+00      4.88e-01    1.54e-01      1.68e-01    2.21e-01    4.9e-04
  30000      4.77e+00    7.59e+00      7.05e-03    5.23e-02      1.53e-01    2.43e-01    4.9e-04
  30100      7.02e+00    3.72e+00      7.73e-02    4.67e-02      2.25e-01    1.19e-01    4.9e-04
  30200      4.78e+00    4.92e+00      6.24e-02    6.23e-02      1.53e-01    1.58e-01    4.9e-04
  30300      6.58e+00    4.06e+00      2.76e-02    1.72e-01      2.11e-01    1.30e-01    4.9e-04
  30400      8.01e+00    8.08e+00      3.13e-02    2.84e-01      2.57e-01    2.59e-01    4.9e-04
  30500      7.99e+00    5.57e+00      2.03e-01    4.88e-01      2.56e-01    1.76e-01    4.9e-04
  30600      1.48e+01    7.06e+00      7.84e-02    5.67e-01      4.75e-01    2.25e-01    4.9e-04
  30700      4.47e+00    7.00e+00      8.15e-02    7.44e-02      1.43e-01    2.25e-01    4.9e-04
  30800      4.22e+00    8.73e+00      2.34e-01    4.13e-01      1.35e-01    2.79e-01    4.9e-04
  30900      9.52e+00    3.39e+00      2.50e-02    7.99e-02      3.05e-01    1.09e-01    4.9e-04
  31000      3.41e+00    5.73e+00      1.00e-01    6.33e-02      1.09e-01    1.84e-01    4.9e-04
  31100      2.90e+00    3.83e+00      2.27e-02    1.21e-01      9.30e-02    1.23e-01    4.9e-04
  31200      3.73e+00    5.29e+00      5.76e-02    2.12e-01      1.20e-01    1.69e-01    4.9e-04
  31300      3.48e+00    7.58e+00      3.28e-02    5.57e-01      1.12e-01    2.41e-01    4.9e-04
  31400      4.71e+00    5.50e+00      1.39e-01    7.81e-02      1.51e-01    1.76e-01    4.9e-04
  31500      5.13e+00    4.98e+00      1.24e-03    1.16e-01      1.65e-01    1.60e-01    4.9e-04
  31600      4.66e+00    3.31e+00      1.42e-01    1.70e-01      1.49e-01    1.05e-01    4.9e-04
  31700      3.75e+00    3.84e+00      7.04e-02    6.54e-02      1.20e-01    1.23e-01    4.9e-04
  31800      2.92e+00    3.58e+00      2.40e-01    7.38e-02      9.30e-02    1.15e-01    4.9e-04
  31900      5.27e+00    5.48e+00      5.00e-02    3.72e-01      1.69e-01    1.75e-01    4.9e-04
  32000      3.25e+00    4.50e+00      9.96e-02    3.77e-01      1.04e-01    1.42e-01    4.9e-04
  32100      4.97e+00    7.84e+00      3.09e-02    2.47e-01      1.60e-01    2.51e-01    4.9e-04
  32200      5.39e+00    6.04e+00      1.82e-01    2.94e-01      1.72e-01    1.93e-01    4.9e-04
  32300      8.01e+00    6.28e+00      7.29e-01    1.98e-01      2.51e-01    2.01e-01    4.9e-04
  32400      5.85e+00    4.03e+00      4.59e-02    2.48e-01      1.88e-01    1.28e-01    4.9e-04
  32500      7.12e+00    3.26e+00      1.66e-01    1.73e-01      2.28e-01    1.04e-01    4.9e-04
  32600      1.04e+01    1.29e+01      1.30e-01    2.95e-01      3.34e-01    4.13e-01    4.9e-04
  32700      4.43e+00    8.87e+00      4.31e-01    7.95e-01      1.41e-01    2.82e-01    4.9e-04
  32800      5.19e+00    4.46e+00      4.50e-02    2.60e-01      1.66e-01    1.42e-01    4.9e-04
  32900      2.83e+00    4.88e+00      1.32e-01    2.62e-02      9.02e-02    1.56e-01    4.9e-04
  33000      5.29e+00    4.39e+00      4.73e-02    6.87e-02      1.70e-01    1.41e-01    4.9e-04
  33100      3.90e+00    3.10e+00      4.80e-01    1.72e-01      1.23e-01    9.91e-02    4.9e-04
  33200      8.24e+00    7.86e+00      2.36e-01    2.91e-01      2.64e-01    2.52e-01    4.9e-04
  33300      5.26e+00    5.27e+00      3.54e-01    1.12e-01      1.68e-01    1.69e-01    4.9e-04
  33400      3.82e+00    5.20e+00      3.96e-01    5.92e-01      1.21e-01    1.65e-01    4.9e-04
  33500      5.47e+00    4.91e+00      2.01e-02    5.26e-02      1.75e-01    1.58e-01    4.9e-04
  33600      7.03e+00    4.66e+00      4.49e-01    6.04e-02      2.23e-01    1.49e-01    4.9e-04
  33700      6.04e+00    6.69e+00      2.64e-01    2.11e-01      1.93e-01    2.14e-01    4.9e-04
  33800      1.01e+01    4.41e+00      2.37e-01    1.67e-01      3.23e-01    1.41e-01    4.9e-04
  33900      3.50e+00    7.37e+00      1.26e-01    3.09e-01      1.12e-01    2.36e-01    4.9e-04
  34000      4.34e+00    5.44e+00      1.96e-02    1.87e-01      1.39e-01    1.74e-01    4.9e-04
  34100      1.15e+01    4.65e+00      7.41e-02    6.38e-02      3.69e-01    1.49e-01    4.9e-04
  34200      1.36e+01    6.81e+00      9.17e-01    5.23e-01      4.36e-01    2.18e-01    4.9e-04
  34300      7.43e+00    9.54e+00      6.96e-01    3.43e-01      2.35e-01    3.05e-01    4.9e-04
  34400      8.66e+00    1.10e+01      4.85e-01    2.00e-01      2.77e-01    3.52e-01    4.9e-04
  34500      4.12e+00    5.26e+00      2.18e-01    9.73e-02      1.32e-01    1.69e-01    4.9e-04
  34600      3.76e+00    4.63e+00      1.73e-01    1.79e-01      1.20e-01    1.48e-01    4.9e-04
  34700      4.22e+00    5.08e+00      1.88e-01    3.23e-01      1.34e-01    1.61e-01    4.9e-04
  34800      1.48e+00    3.01e+00      2.17e-01    1.50e-01      4.28e-02    9.59e-02    4.9e-04
  34900      6.18e+00    7.81e+00      4.69e-02    2.44e-01      1.98e-01    2.50e-01    4.9e-04
  35000      2.23e+00    4.62e+00      1.92e-01    3.18e-01      7.14e-02    1.48e-01    4.8e-04
  35100      4.67e+00    2.81e+00      7.81e-02    9.85e-02      1.50e-01    9.01e-02    4.8e-04
  35200      5.59e+00    8.95e+00      5.19e-01    3.61e-01      1.77e-01    2.88e-01    4.8e-04
  35300      4.97e+00    5.43e+00      2.36e-01    7.05e-02      1.58e-01    1.75e-01    4.8e-04
  35400      3.80e+00    7.85e+00      1.45e-01    4.52e-01      1.22e-01    2.52e-01    4.8e-04
  35500      9.69e+00    6.64e+00      3.67e-01    2.95e-02      3.11e-01    2.14e-01    4.8e-04
  35600      5.66e+00    5.09e+00      1.42e-01    1.01e-01      1.82e-01    1.63e-01    4.8e-04
  35700      8.86e+00    4.91e+00      4.84e-01    2.27e-01      2.81e-01    1.57e-01    4.8e-04
  35800      4.83e+00    3.72e+00      8.87e-02    7.27e-02      1.55e-01    1.19e-01    4.8e-04
  35900      4.65e+00    6.25e+00      4.13e-01    1.04e-01      1.49e-01    2.01e-01    4.8e-04
  36000      5.07e+00    6.08e+00      9.55e-02    1.10e-01      1.63e-01    1.95e-01    4.8e-04
  36100      2.26e+00    6.44e+00      1.10e-01    1.96e-01      7.22e-02    2.07e-01    4.8e-04
  36200      8.34e+00    5.19e+00      1.89e-03    6.75e-02      2.68e-01    1.67e-01    4.8e-04
  36300      7.42e+00    7.30e+00      1.37e-01    6.38e-01      2.38e-01    2.32e-01    4.8e-04
  36400      5.88e+00    4.36e+00      1.91e-01    2.31e-01      1.89e-01    1.40e-01    4.8e-04
  36500      6.49e+00    3.88e+00      8.92e-02    1.71e-01      2.09e-01    1.24e-01    4.8e-04
  36600      3.22e+00    3.96e+00      1.53e-01    7.59e-02      1.03e-01    1.27e-01    4.8e-04
  36700      5.05e+00    7.41e+00      3.06e-02    7.61e-02      1.62e-01    2.38e-01    4.8e-04
  36800      5.46e+00    5.81e+00      1.05e-01    3.28e-01      1.76e-01    1.86e-01    4.8e-04
  36900      5.91e+00    4.65e+00      9.18e-02    1.42e-01      1.90e-01    1.49e-01    4.8e-04
  37000      5.91e+00    6.82e+00      1.94e-02    1.20e-01      1.90e-01    2.19e-01    4.8e-04
  37100      3.77e+00    5.72e+00      5.70e-01    2.36e-01      1.20e-01    1.83e-01    4.8e-04
  37200      6.34e+00    6.00e+00      9.19e-02    6.63e-01      2.04e-01    1.92e-01    4.8e-04
  37300      3.54e+00    5.46e+00      9.52e-03    2.67e-01      1.14e-01    1.75e-01    4.8e-04
  37400      9.36e+00    4.43e+00      2.45e-01    1.78e-01      3.01e-01    1.42e-01    4.8e-04
  37500      5.78e+00    4.12e+00      2.74e-01    1.01e-02      1.85e-01    1.32e-01    4.8e-04
  37600      3.65e+00    7.62e+00      6.04e-02    4.46e-01      1.17e-01    2.44e-01    4.8e-04
  37700      4.34e+00    8.19e+00      2.67e-01    1.87e-01      1.38e-01    2.63e-01    4.8e-04
  37800      1.26e+01    3.02e+00      5.80e-01    1.43e-01      4.04e-01    9.70e-02    4.8e-04
  37900      2.13e+00    9.09e+00      4.62e-01    4.15e-01      6.55e-02    2.92e-01    4.8e-04
  38000      1.77e+00    6.52e+00      3.94e-01    5.93e-01      5.51e-02    2.08e-01    4.8e-04
  38100      6.92e+00    5.42e+00      6.42e-02    5.38e-01      2.23e-01    1.73e-01    4.8e-04
  38200      6.69e+00    5.50e+00      4.79e-02    4.78e-02      2.15e-01    1.77e-01    4.8e-04
  38300      6.02e+00    4.87e+00      2.29e-02    1.84e-02      1.94e-01    1.57e-01    4.8e-04
  38400      1.84e+00    4.84e+00      5.16e-01    7.78e-02      5.73e-02    1.55e-01    4.8e-04
  38500      5.65e+00    7.56e+00      6.77e-02    2.12e-01      1.82e-01    2.43e-01    4.8e-04
  38600      3.74e+00    8.20e+00      2.42e-01    1.33e-01      1.20e-01    2.63e-01    4.8e-04
  38700      1.44e+00    3.92e+00      2.01e-01    2.19e-01      4.46e-02    1.24e-01    4.8e-04
  38800      5.21e+00    6.68e+00      1.84e-01    2.14e-01      1.67e-01    2.14e-01    4.8e-04
  38900      1.17e+01    5.06e+00      9.54e-02    9.23e-02      3.75e-01    1.62e-01    4.8e-04
  39000      5.05e+00    5.75e+00      1.87e-01    9.22e-02      1.62e-01    1.85e-01    4.8e-04
  39100      1.39e+01    3.22e+00      1.19e-01    1.34e-01      4.47e-01    1.03e-01    4.8e-04
  39200      5.64e+00    4.68e+00      4.28e-01    3.11e-02      1.80e-01    1.50e-01    4.8e-04
  39300      2.76e+00    5.42e+00      1.06e-01    3.87e-01      8.82e-02    1.74e-01    4.8e-04
  39400      7.54e+00    6.40e+00      1.84e-02    1.35e-01      2.42e-01    2.06e-01    4.8e-04
  39500      7.23e+00    6.45e+00      1.11e-01    4.27e-01      2.32e-01    2.06e-01    4.8e-04
  39600      7.05e+00    2.64e+00      2.05e-01    9.86e-02      2.26e-01    8.46e-02    4.8e-04
  39700      6.30e+00    5.77e+00      1.15e-02    5.02e-01      2.02e-01    1.84e-01    4.8e-04
  39800      3.66e+00    4.42e+00      5.38e-02    8.85e-02      1.18e-01    1.42e-01    4.8e-04
  39900      7.50e+00    4.81e+00      1.15e-01    2.05e-01      2.41e-01    1.54e-01    4.8e-04
  40000      8.88e+00    1.04e+01      2.77e-01    4.38e-01      2.86e-01    3.35e-01    4.8e-04
  40100      1.13e+01    4.89e+00      5.07e-02    1.43e-01      3.64e-01    1.58e-01    4.8e-04
  40200      7.23e+00    7.23e+00      1.11e-01    5.17e-02      2.33e-01    2.33e-01    4.8e-04
  40300      1.01e+01    7.35e+00      3.65e-01    1.52e-01      3.24e-01    2.37e-01    4.8e-04
  40400      5.99e+00    8.48e+00      1.60e-01    2.75e-01      1.93e-01    2.73e-01    4.8e-04
  40500      6.04e+00    4.08e+00      2.20e-01    4.67e-02      1.94e-01    1.32e-01    4.8e-04
  40600      1.07e+01    6.91e+00      5.45e-01    1.61e-01      3.44e-01    2.23e-01    4.8e-04
  40700      9.43e+00    5.01e+00      1.44e-01    1.11e-01      3.04e-01    1.61e-01    4.8e-04
  40800      1.72e+00    3.39e+00      6.07e-03    6.31e-01      5.54e-02    1.06e-01    4.8e-04
  40900      1.42e+00    6.84e+00      4.91e-02    1.79e-01      4.57e-02    2.20e-01    4.8e-04
  41000      3.39e+00    6.93e+00      9.39e-02    2.58e-01      1.09e-01    2.23e-01    4.8e-04
  41100      1.64e+00    3.23e+00      9.02e-02    1.70e-01      5.24e-02    1.03e-01    4.8e-04
  41200      5.27e+00    8.48e+00      9.96e-02    6.38e-01      1.70e-01    2.70e-01    4.8e-04
  41300      4.35e+00    5.29e+00      1.60e-01    8.08e-02      1.40e-01    1.70e-01    4.8e-04
  41400      6.10e+00    1.18e+01      6.09e-01    6.16e-02      1.94e-01    3.79e-01    4.8e-04
  41500      5.86e+00    4.93e+00      4.91e-02    3.95e-01      1.89e-01    1.56e-01    4.8e-04
  41600      3.12e+00    4.60e+00      4.67e-01    9.81e-02      9.84e-02    1.48e-01    4.8e-04
  41700      5.57e+00    3.57e+00      1.33e-02    5.29e-02      1.80e-01    1.15e-01    4.8e-04
  41800      7.47e+00    6.33e+00      2.18e-01    3.63e-01      2.40e-01    2.03e-01    4.8e-04
  41900      8.13e+00    4.29e+00      9.07e-02    1.69e-01      2.62e-01    1.37e-01    4.8e-04
  42000      7.17e+00    3.91e+00      9.36e-02    2.16e-02      2.31e-01    1.26e-01    4.8e-04
  42100      1.62e+01    2.13e+00      2.20e-01    1.82e-01      5.23e-01    6.58e-02    4.8e-04
  42200      4.09e+00    3.31e+00      6.75e-02    3.76e-01      1.32e-01    1.05e-01    4.8e-04
  42300      3.61e+00    4.59e+00      6.71e-01    1.34e-01      1.10e-01    1.48e-01    4.8e-04
  42400      4.33e+00    6.48e+00      9.48e-02    9.83e-02      1.40e-01    2.09e-01    4.8e-04
  42500      3.54e+00    4.52e+00      9.38e-01    1.33e-01      1.08e-01    1.45e-01    4.8e-04
  42600      4.77e+00    1.13e+01      1.83e-01    4.88e-01      1.53e-01    3.62e-01    4.8e-04
  42700      5.67e+00    6.20e+00      1.02e-01    2.67e-01      1.83e-01    1.99e-01    4.8e-04
  42800      2.65e+00    2.51e+00      9.68e-01    2.88e-02      7.30e-02    8.08e-02    4.8e-04
  42900      3.10e+00    4.89e+00      4.82e-01    3.24e-02      9.76e-02    1.58e-01    4.8e-04
  43000      6.99e+00    5.51e+00      1.81e-01    1.57e-01      2.25e-01    1.77e-01    4.8e-04
  43100      3.63e+00    6.97e+00      3.13e-03    3.31e-01      1.17e-01    2.24e-01    4.8e-04
  43200      6.12e+00    5.18e+00      7.04e-02    3.45e-01      1.97e-01    1.66e-01    4.8e-04
  43300      9.55e+00    4.79e+00      2.02e-01    1.13e-01      3.07e-01    1.54e-01    4.8e-04
  43400      1.11e+01    3.74e+00      1.91e-01    6.86e-02      3.58e-01    1.20e-01    4.8e-04
  43500      9.60e+00    5.92e+00      1.27e-01    5.20e-01      3.09e-01    1.88e-01    4.8e-04
  43600      3.66e+00    3.53e+00      7.24e-02    8.45e-02      1.18e-01    1.14e-01    4.8e-04
  43700      8.95e+00    5.46e+00      3.83e-02    8.88e-02      2.89e-01    1.76e-01    4.8e-04
  43800      3.17e+00    6.56e+00      3.47e-02    8.99e-02      1.02e-01    2.11e-01    4.8e-04
  43900      8.07e+00    4.93e+00      2.28e-03    1.34e-02      2.60e-01    1.59e-01    4.8e-04
  44000      3.74e+00    1.09e+01      1.18e-01    2.66e-01      1.21e-01    3.50e-01    4.8e-04
  44100      7.75e+00    7.29e+00      3.45e-01    3.04e-01      2.49e-01    2.35e-01    4.8e-04
  44200      5.98e+00    7.75e+00      1.27e-01    1.59e-01      1.93e-01    2.50e-01    4.8e-04
  44300      6.55e+00    9.16e+00      2.28e-01    5.59e-01      2.11e-01    2.92e-01    4.8e-04
  44400      8.93e+00    4.00e+00      2.66e-01    1.20e-01      2.87e-01    1.28e-01    4.8e-04
  44500      3.56e+00    7.35e+00      3.03e-02    6.56e-01      1.15e-01    2.35e-01    4.8e-04
  44600      6.87e+00    5.49e+00      5.05e-02    3.71e-01      2.21e-01    1.76e-01    4.8e-04
  44700      3.39e+00    4.09e+00      3.46e-01    7.01e-02      1.09e-01    1.32e-01    4.8e-04
  44800      1.10e+01    3.58e+00      2.40e-01    1.45e-01      3.56e-01    1.14e-01    4.8e-04
  44900      2.41e+00    7.11e+00      3.68e-01    3.13e-01      7.52e-02    2.29e-01    4.8e-04
  45000      5.75e+00    7.67e+00      1.47e-01    2.39e-02      1.85e-01    2.48e-01    4.8e-04
  45100      2.56e+00    7.00e+00      6.57e-02    1.22e-01      8.26e-02    2.26e-01    4.8e-04
  45200      9.85e+00    5.48e+00      2.90e-01    1.85e-01      3.17e-01    1.77e-01    4.8e-04
  45300      6.89e+00    6.67e+00      2.99e-02    4.18e-01      2.23e-01    2.13e-01    4.8e-04
  45400      5.58e+00    8.90e+00      1.53e-01    2.27e-01      1.80e-01    2.87e-01    4.8e-04
  45500      8.00e+00    3.46e+00      6.60e-01    1.14e-01      2.57e-01    1.11e-01    4.8e-04
  45600      5.31e+00    5.52e+00      2.61e-02    3.81e-01      1.72e-01    1.77e-01    4.8e-04
  45700      4.77e+00    4.89e+00      1.07e-01    3.46e-01      1.54e-01    1.57e-01    4.8e-04
  45800      6.37e+00    5.36e+00      1.65e-02    2.05e-01      2.06e-01    1.73e-01    4.8e-04
  45900      6.74e+00    2.91e+00      2.37e-01    4.01e-02      2.17e-01    9.40e-02    4.8e-04
  46000      6.38e+00    9.41e+00      1.16e-01    2.22e-01      2.06e-01    3.04e-01    4.8e-04
  46100      4.17e+00    5.47e+00      8.09e-02    3.04e-01      1.35e-01    1.76e-01    4.8e-04
  46200      9.33e+00    4.58e+00      2.52e-01    3.89e-01      3.01e-01    1.46e-01    4.8e-04
  46300      4.58e+00    3.57e+00      4.32e-01    1.01e-01      1.40e-01    1.15e-01    4.8e-04
